,Code,Site,Bank,Dist,Group,Abund,Biomass,PercC,PercN,d13C,d15N,Trophic,shortSite,SiteBank,d13Cadj,d15Nadj,PercCaq,PercNaq,Region,Width,WidthClass,WidthClass2,Order,OrderClass,Geomorph,Banks,VegFld,VegUp,VegShift,PercAq,PercAqAdj,PercAqRel
1736,DSRB4-LB/0 PrSpHu,DSRB4,LB,0,PrSpHu,8,25.5,0.4984,0.1214,-16.16,9.4,2,DSRB4,DSRB4LB,-41.65,6.6,0.1124,0.9975,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.9975,0.9975,0.993112948
1737,DSRB4-LB/1 PrSpWe,DSRB4,LB,1,PrSpWe,3,4.7,0.4662,0.1206,-15.75,6.74,2,DSRB4,DSRB4LB,-41.24,3.94,0.1431,0.3407,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.3407,0.637,0
1738,DSRB4-LB/2 PrSpWe,DSRB4,LB,2,PrSpWe,6,5.1,0.566,0.0884,-17.13,7.94,2,DSRB4,DSRB4LB,-42.62,5.14,0.0397,0.637,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.637,0.637,0
1741,DSRB4-LB/2 PrSpHu,DSRB4,LB,2,PrSpHu,4,5.2,0.5202,0.1053,-16.42,7.95,2,DSRB4,DSRB4LB,-41.91,5.15,0.0929,0.6395,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.6395,0.6395,0.006887052
1742,DSRB4-LB/4 PrSpHu,DSRB4,LB,4,PrSpHu,3,4.4,0.6275,0.0667,-17.66,8.37,2,DSRB4,DSRB4LB,-43.15,5.57,0,0.7432,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.7432,0.7432,0.292561983
1743,DSRB4-LB/8 PrSpHu,DSRB4,LB,8,PrSpHu,4,35.4,0.472,0.1268,-16.28,6.66,2,DSRB4,DSRB4LB,-41.77,3.86,0.1034,0.321,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.321,0.637,0
1749,DSRB4-LB/20 PrBeet,DSRB4,LB,20,PrBeet,13,339.1,0.4715,0.0974,-16.92,8.59,2,DSRB4,DSRB4LB,-42.41,5.79,0.0555,0.7975,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.7975,0.7975,0.44214876
1750,DSRB4-LB/20 PrSpHu,DSRB4,LB,20,PrSpHu,2,76.4,0.4706,0.1245,-17.84,11.03,2,DSRB4,DSRB4LB,-43.33,8.23,0,1,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,1,1,1
1752,DSRB4-LB/32 PrSpHu,DSRB4,LB,32,PrSpHu,2,6.6,0.4772,0.1221,-16.79,9.68,2,DSRB4,DSRB4LB,-42.28,6.88,0.0652,1,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,1,1,1
1753,DSRB4-LB/32 PrSpWe,DSRB4,LB,32,PrSpWe,3,7.4,0.4548,0.0974,-16.79,8.76,2,DSRB4,DSRB4LB,-42.28,5.96,0.0652,0.8395,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.8395,0.8395,0.55785124
1754,DSRB4-LB/37 PrSpWe,DSRB4,LB,37,PrSpWe,1,4.6,0.4939,0.1097,-17.67,8.47,2,DSRB4,DSRB4LB,-43.16,5.67,0,0.7679,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.7679,0.7679,0.360606061
1762,DSRB4-LB/1 PrSpHu,DSRB4,LB,1,PrSpHu,2,6.8,0.4623,0.1261,-15.23,9.41,2,DSRB4,DSRB4LB,-40.72,6.61,0.1821,1,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,1,1,1
1766,DSRB4-LB/4 PrBeet,DSRB4,LB,4,PrBeet,2,7.1,0.5285,0.0894,-16.82,9.14,2,DSRB4,DSRB4LB,-42.31,6.34,0.0629,0.9333,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.9333,0.9333,0.816253444
1769,DSRB4-LB/16 PrBeet,DSRB4,LB,16,PrBeet,2,73.5,0.4666,0.1004,-16.52,9.4,2,DSRB4,DSRB4LB,-42.01,6.6,0.0854,0.9975,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.9975,0.9975,0.993112948
1770,DSRB4-LB/32 PrBeet,DSRB4,LB,32,PrBeet,5,166.9,0.4605,0.1095,-16.58,9.14,2,DSRB4,DSRB4LB,-42.07,6.34,0.0809,0.9333,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.9333,0.9333,0.816253444
1771,DSRB4-LB/37 PrBeet,DSRB4,LB,37,PrBeet,3,274.3,0.525,0.0872,-17.22,8.31,2,DSRB4,DSRB4LB,-42.71,5.51,0.033,0.7284,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.7284,0.7284,0.251790634
1773,DSRB4-LB/64 PrBeet,DSRB4,LB,64,PrBeet,6,476.2,0.4663,0.0924,-16.6,8.19,2,DSRB4,DSRB4LB,-42.09,5.39,0.0794,0.6988,Danube,400,7,7+,7,7,Meandering,Terrace,Understory,Overstory,Understory–Overstory,0.6988,0.6988,0.170247934
1879,ELBE1.2-LB/4 PrBeet,ELBE1.2,LB,4,PrBeet,1,26.2,0.5397,0.1016,-17.1,7.64,2,ELBE1,ELBE1LB,-36.92,16.43,1,0.7799,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,0.7799,0.7799,0
1881,ELBE1.2-LB/8 PrBeet,ELBE1.2,LB,8,PrBeet,1,48.2,0.4997,0.1146,-16.2,8.2,2,ELBE1,ELBE1LB,-36.02,16.99,0.9658,0.8244,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,0.8244,0.8244,0.202180827
1885,ELBE1.2-LB/16 PrSpHu,ELBE1.2,LB,16,PrSpHu,5,15.8,0.4991,0.12,-15.81,10.07,2,ELBE1,ELBE1LB,-35.63,18.86,0.9276,0.973,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,0.973,0.973,0.877328487
1886,ELBE1.2-LB/32 PrSpHu,ELBE1.2,LB,32,PrSpHu,3,13.3,0.5497,0.1114,-16.39,10.41,2,ELBE1,ELBE1LB,-36.21,19.2,0.9844,1,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,1,1,1
1890,ELBE1.2-LB/64 PrSpHu,ELBE1.2,LB,64,PrSpHu,3,12.1,0.5131,0.1115,-15.93,8.79,2,ELBE1,ELBE1LB,-35.75,17.58,0.9393,0.8713,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,0.8713,0.8713,0.415265788
1894,ELBE1.2-LB/256 PrBeet,ELBE1.2,LB,256,PrBeet,2,104.6,0.4916,0.1156,-15.29,5.4,2,ELBE1,ELBE1LB,-35.11,14.19,0.8767,0.6019,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,0.6019,0.7799,0
1897,ELBE1.2-LB/256 PrSpHu,ELBE1.2,LB,256,PrSpHu,5,16.9,0.464,0.1229,-15.38,9.35,2,ELBE1,ELBE1LB,-35.2,18.14,0.8855,0.9158,Elbe,200,7,7+,7,7,Point bars,Terrace,Barren,Understory,Barren–Understory,0.9158,0.9158,0.617446615
1909,ELBE2-LB/2 PrBeet,ELBE2,LB,2,PrBeet,1,50.9,0.4752,0.1055,-16.85,5.92,2,ELBE2,ELBE2LB,-45.37,12.04,1,0.7411,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,1,1,1
1910,ELBE2-LB/2 PrSpHu,ELBE2,LB,2,PrSpHu,1,5.1,0.4419,0.1059,-16.78,8.11,2,ELBE2,ELBE2LB,-45.3,14.23,0.9954,1,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,0.9954,0.9954,0.946386946
1912,ELBE2-LB/4 PrBeet,ELBE2,LB,4,PrBeet,2,102.1,0.4985,0.1088,-16.61,8.1,2,ELBE2,ELBE2LB,-45.13,14.22,0.9843,1,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,0.9843,0.9843,0.817016317
1915,ELBE2-LB/8 PrSpWe,ELBE2,LB,8,PrSpWe,1,5.9,0.5967,0.093,-16.89,6.99,2,ELBE2,ELBE2LB,-45.41,13.11,1,0.8682,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,1,1,1
1923,ELBE2-LB/64 PrSpWe,ELBE2,LB,64,PrSpWe,3,16.4,0.4576,0.1169,-16.01,6.79,2,ELBE2,ELBE2LB,-44.53,12.91,0.945,0.8444,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,0.945,0.945,0.358974359
1924,ELBE2-LB/64 PrSpHu,ELBE2,LB,64,PrSpHu,5,11,0.4618,0.1197,-15.54,7.54,2,ELBE2,ELBE2LB,-44.06,13.66,0.9142,0.9335,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,0.9142,0.9142,0
1927,ELBE2-LB/64 PrBeet,ELBE2,LB,64,PrBeet,1,22.4,0.5364,0.1082,-7.79,7.33,2,ELBE2,ELBE2LB,-36.31,13.45,0.4063,0.9085,Elbe,200,7,7+,7,7,Meandering,Terrace,Barren,Understory,Barren–Understory,0.4063,0.9142,0
1351,FELL1.1-RB/4 PrSpHu,FELL1.1,RB,4,PrSpHu,2,13.8,0.5828,0.1174,-15.6,3.11,2,FELL1,FELL1RB,-16.4,-3.69,0.3392,0.9093,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.3392,0.3392,0.537303976
1353,FELL1.1-RB/2 PrSpHu,FELL1.1,RB,2,PrSpHu,3,10.5,0.5267,0.1202,-14.88,3,2,FELL1,FELL1RB,-15.68,-3.8,0.0974,0.875,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.0974,0.0974,0.154284809
1356,FELL1.1-RB/8 PrSpHu,FELL1.1,RB,8,PrSpHu,4,21,0.4943,0.1328,-14.49,2.93,2,FELL1,FELL1RB,-15.29,-3.87,0,0.8531,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0,0,0
1357,FELL1.1-RB/1 PrSpHu,FELL1.1,RB,1,PrSpHu,3,10.6,0.5303,0.106,-15.39,3.07,2,FELL1,FELL1RB,-16.19,-3.73,0.2682,0.8968,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.2682,0.2682,0.424837637
1358,FELL1.1-RB/0 PrSpHu,FELL1.1,RB,0,PrSpHu,12,145.5,0.4582,0.1103,-14.85,2.85,2,FELL1,FELL1RB,-15.65,-3.95,0.087,0.8281,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.087,0.087,0.137810866
1370,FELL1.1-RB/16 PrSpHu,FELL1.1,RB,16,PrSpHu,3,9.7,0.4817,0.1242,-14.63,2.71,2,FELL1,FELL1RB,-15.43,-4.09,0.0136,0.7843,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.0136,0.0136,0.021542848
1374,FELL1.1-RB/157 PrBeet,FELL1.1,RB,157,PrBeet,5,40.6,0.5464,0.1031,-16.35,1.21,2,FELL1,FELL1RB,-17.15,-5.59,0.5906,0.3156,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.5906,0.5906,0.935529859
1387,FELL1.1-RB/169 PrSpWe,FELL1.1,RB,169,PrSpWe,4,24.1,0.438,0.1024,-14.84,-1.97,2,FELL1,FELL1RB,-15.64,-8.77,0.0838,0,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.0838,0.0838,0.132741961
1392,FELL1.1-RB/32 PrBeet,FELL1.1,RB,32,PrBeet,1,32.4,0.5411,0.0932,-16.63,0.2,2,FELL1,FELL1RB,-17.43,-6.6,0.6848,0,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.6848,0.6313,1
1396,FELL1.1-RB/0 PrBeet,FELL1.1,RB,0,PrBeet,15,143.5,0.5368,0.0789,-16.47,0.85,2,FELL1,FELL1RB,-17.27,-5.95,0.6313,0.2031,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.6313,0.6313,1
1398,FELL1.1-RB/179 PrSpHu,FELL1.1,RB,179,PrSpHu,1,45.3,0.4927,0.137,-14.59,0.97,2,FELL1,FELL1RB,-15.39,-5.83,0,0.2406,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0,0,0
1401,FELL1.1-RB/179 PrSpWe,FELL1.1,RB,179,PrSpWe,3,15.9,0.4555,0.1108,-14.77,-1.78,2,FELL1,FELL1RB,-15.57,-8.58,0.0607,0,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.0607,0.0607,0.0961508
1403,FELL1.1-RB/32 PrSpHu,FELL1.1,RB,32,PrSpHu,1,6.2,0.4682,0.1242,-14.88,3.16,2,FELL1,FELL1RB,-15.68,-3.64,0.0974,0.925,Tagliamento,101,7,5to6,5,5to6,Braided,Levee,Barren,Overstory,Barren–Overstory,0.0974,0.0974,0.154284809
2199,HEAD2-LB/0 PrSpWe,HEAD2,LB,0,PrSpWe,9,36.1,0.5086,0.1326,-14.14,3.77,2,HEAD2,HEAD2LB,-20.66,1.53,0.3696,0.8587,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8587,0.8587,0.982401656
2203,HEAD2-LB/2.5 PrSpWe,HEAD2,LB,2.5,PrSpWe,8,13.8,0.5214,0.112,-15.17,1.96,2,HEAD2,HEAD2LB,-21.69,-0.28,0.1089,0.3475,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.3475,0.3842,0
2207,HEAD2-LB/5 PrSpHu,HEAD2,LB,5,PrSpHu,6,41.9,0.7174,0.1864,-14.24,3.8,2,HEAD2,HEAD2LB,-20.76,1.56,0.3443,0.8672,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.8672,0.8672,1
2208,HEAD2-LB/5 PrSpWe,HEAD2,LB,5,PrSpWe,5,11.8,0.5296,0.1062,-15.3,1.54,2,HEAD2,HEAD2LB,-21.82,-0.7,0.076,0.2288,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.2288,0.3842,0
2210,HEAD2-LB/10 PrSpWe,HEAD2,LB,10,PrSpWe,3,15.6,0.4927,0.1211,-14.78,2.88,2,HEAD2,HEAD2LB,-21.3,0.64,0.2076,0.6073,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6073,0.6073,0.461904762
2213,HEAD2-LB/10 PrSpHu,HEAD2,LB,10,PrSpHu,4,9.3,0.4782,0.1261,-14.54,3.34,2,HEAD2,HEAD2LB,-21.06,1.1,0.2684,0.7373,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7373,0.7373,0.731055901
2215,HEAD2-LB/15 PrSpWe,HEAD2,LB,15,PrSpWe,6,11.7,0.5328,0.1167,-15.18,2.53,2,HEAD2,HEAD2LB,-21.7,0.29,0.1063,0.5085,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.5085,0.5085,0.257349896
2216,HEAD2-LB/15 PrSpHu,HEAD2,LB,15,PrSpHu,2,13.7,0.5158,0.1297,-14.65,3.05,2,HEAD2,HEAD2LB,-21.17,0.81,0.2405,0.6554,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6554,0.6554,0.561490683
2219,HEAD2-LB/20 PrSpWe,HEAD2,LB,20,PrSpWe,6,8.2,0.5739,0.0951,-15.81,1.28,2,HEAD2,HEAD2LB,-22.33,-0.96,0,0.1554,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.1554,0.3842,0
2221,HEAD2-LB/20 PrSpHu,HEAD2,LB,20,PrSpHu,5,17.1,0.5228,0.1168,-15,3.48,2,HEAD2,HEAD2LB,-21.52,1.24,0.1519,0.7768,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.7768,0.7768,0.812836439
2223,HEAD2-LB/25 PrSpWe,HEAD2,LB,25,PrSpWe,7,34,0.5021,0.1231,-14.62,2.7,2,HEAD2,HEAD2LB,-21.14,0.46,0.2481,0.5565,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.5565,0.5565,0.356728778
2225,HEAD2-LB/25 PrSpHu,HEAD2,LB,25,PrSpHu,6,16.8,0.5272,0.1153,-15.34,3.09,2,HEAD2,HEAD2LB,-21.86,0.85,0.0658,0.6667,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6667,0.6667,0.584886128
2228,HEAD2-LB/30 PrSpWe,HEAD2,LB,30,PrSpWe,9,21.9,0.502,0.1167,-14.63,2.13,2,HEAD2,HEAD2LB,-21.15,-0.11,0.2456,0.3955,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.3955,0.3955,0.023395445
2229,HEAD2-LB/30 PrSpHu,HEAD2,LB,30,PrSpHu,13,112.6,0.4863,0.1384,-13.89,4.46,2,HEAD2,HEAD2LB,-20.41,2.22,0.4329,1,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,1,0.8672,1
2235,HEAD2-LB/40 PrBeet,HEAD2,LB,40,PrBeet,14,503.4,0.4861,0.1262,-14.07,2.98,2,HEAD2,HEAD2LB,-20.59,0.74,0.3873,0.6356,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6356,0.6356,0.520496894
2236,HEAD2-LB/40 PrSpWe,HEAD2,LB,40,PrSpWe,7,14.4,0.5661,0.0991,-15.36,2.09,2,HEAD2,HEAD2LB,-21.88,-0.15,0.0608,0.3842,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.3842,0.3842,0
2238,HEAD2-LB/40 PrSpHu,HEAD2,LB,40,PrSpHu,163,112.6,0.4855,0.1361,-14.02,4.11,2,HEAD2,HEAD2LB,-20.54,1.87,0.4,0.9548,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.9548,0.8672,1
2241,HEAD2-LB/50 PrSpWe,HEAD2,LB,50,PrSpWe,7,16.1,0.5249,0.1223,-14.87,2.19,2,HEAD2,HEAD2LB,-21.39,-0.05,0.1848,0.4125,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.4125,0.4125,0.058592133
2242,HEAD2-LB/50 PrSpHu,HEAD2,LB,50,PrSpHu,5,26.8,0.5385,0.1086,-15.29,4.46,2,HEAD2,HEAD2LB,-21.81,2.22,0.0785,1,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,1,0.8672,1
2244,HEAD2-RB/0 PrSpWe,HEAD2,RB,0,PrSpWe,5,4.6,0.4628,0.1137,-15.15,3.14,2,HEAD2,HEAD2RB,-21.67,0.9,0.1139,0.6808,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6808,0.6808,1
2248,HEAD2-RB/2.5 PrSpWe,HEAD2,RB,2.5,PrSpWe,7,15.9,0.5241,0.1189,-15.19,2.61,2,HEAD2,HEAD2RB,-21.71,0.37,0.1038,0.531,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.531,0.531,0.480041652
2253,HEAD2-RB/5 PrSpWe,HEAD2,RB,5,PrSpWe,2,4.1,0.5023,0.138,-14.42,3.12,2,HEAD2,HEAD2RB,-20.94,0.88,0.2988,0.6752,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.6752,0.6752,0.980562305
2257,HEAD2-RB/10 PrSpHu,HEAD2,RB,10,PrSpHu,2,15,0.4918,0.1052,-15.46,2.66,2,HEAD2,HEAD2RB,-21.98,0.42,0.0355,0.5452,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.5452,0.5452,0.529330094
2258,HEAD2-RB/10 PrSpWe,HEAD2,RB,10,PrSpWe,3,18.7,0.5245,0.1181,-15.11,2.12,2,HEAD2,HEAD2RB,-21.63,-0.12,0.1241,0.3927,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.3927,0.3927,0
2259,HEAD2-RB/15 PrSpWe,HEAD2,RB,15,PrSpWe,5,13.1,0.4727,0.1311,-14.16,2.74,2,HEAD2,HEAD2RB,-20.68,0.5,0.3646,0.5678,Coweeta,4,2,1to2,1,1to2,Meandering,Steep,Overstory,Overstory,None,0.5678,0.5678,0.607775078
1954,LTEN1-RB/0 PrSpWe,LTEN1,RB,0,PrSpWe,4,31.1,0.5134,0.112,-12.65,6.35,2,LTEN1,LTEN1RB,-9.96,6.37,1,0.9334,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,1,1,1
1958,LTEN1-RB/2.5 PrSpWe,LTEN1,RB,2.5,PrSpWe,14,120.4,0.5208,0.1182,-14.06,6.73,2,LTEN1,LTEN1RB,-11.37,6.75,0.7784,1,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.7784,0.7784,0.523645744
1967,LTEN1-RB/10 PrSpWe,LTEN1,RB,10,PrSpWe,7,49.3,0.5001,0.1116,-15.47,5.02,2,LTEN1,LTEN1RB,-12.78,5.04,0.5569,0.7001,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.5569,0.5569,0.047506449
1970,LTEN1-RB/15 PrSpWe,LTEN1,RB,15,PrSpWe,12,48.7,0.521,0.1139,-15.39,5.22,2,LTEN1,LTEN1RB,-12.7,5.24,0.5695,0.7352,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.5695,0.5695,0.074591574
1971,LTEN1-RB/15 PrSpHu,LTEN1,RB,15,PrSpHu,8,16.1,0.4838,0.1159,-14.81,5.69,2,LTEN1,LTEN1RB,-12.12,5.71,0.6605,0.8176,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6605,0.6605,0.270206363
1975,LTEN1-RB/20 PrSpWe,LTEN1,RB,20,PrSpWe,14,40.4,0.4979,0.1125,-15.16,4.59,2,LTEN1,LTEN1RB,-12.47,4.61,0.6055,0.6247,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6055,0.6055,0.151977644
1978,LTEN1-RB/25 PrSpWe,LTEN1,RB,25,PrSpWe,4,12.4,0.4752,0.1199,-14.73,4.54,2,LTEN1,LTEN1RB,-12.04,4.56,0.6731,0.6159,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6731,0.6731,0.297291488
1982,LTEN1-RB/30 PrSpHu,LTEN1,RB,30,PrSpHu,11,29.4,0.4932,0.1355,-14.66,6.22,2,LTEN1,LTEN1RB,-11.97,6.24,0.6842,0.9106,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6842,0.6842,0.321152193
1984,LTEN1-RB/40 PrSpWe,LTEN1,RB,40,PrSpWe,4,11.6,0.5275,0.1143,-14.71,4.53,2,LTEN1,LTEN1RB,-12.02,4.55,0.6763,0.6142,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6763,0.6763,0.304170249
1985,LTEN1-RB/40 PrSpHu,LTEN1,RB,40,PrSpHu,8,11.5,0.4979,0.1344,-13.72,6.35,2,LTEN1,LTEN1RB,-11.03,6.37,0.8319,0.9334,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.8319,0.8319,0.638650043
1991,LTEN1-RB/50 PrSpWe,LTEN1,RB,50,PrSpWe,11,25.8,0.4916,0.1262,-14.49,5.18,2,LTEN1,LTEN1RB,-11.8,5.2,0.7108,0.7281,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.7108,0.7108,0.3783319
1992,LTEN1-RB/50 PrSpHu,LTEN1,RB,50,PrSpHu,4,6.8,0.6109,0.0789,-17.22,4.63,2,LTEN1,LTEN1RB,-14.53,4.65,0.2819,0.6317,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.2819,0.5348,0
1994,LTEN1-RB/65 PrSpWe,LTEN1,RB,65,PrSpWe,1,4.6,0.5096,0.1064,-16.58,0.98,2,LTEN1,LTEN1RB,-13.89,1,0.3824,0,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.3824,0.5348,0
1996,LTEN1-RB/65 PrSpHu,LTEN1,RB,65,PrSpHu,10,11,0.4944,0.1251,-15.01,7.32,2,LTEN1,LTEN1RB,-12.32,7.34,0.6291,1,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.6291,0.6291,0.202708512
1999,LTEN1-RB/80 PrSpHu,LTEN1,RB,80,PrSpHu,15,34.1,0.4964,0.1316,-13.91,6.48,2,LTEN1,LTEN1RB,-11.22,6.5,0.802,0.9562,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.802,0.802,0.574376612
2000,LTEN1-RB/80 PrSpWe,LTEN1,RB,80,PrSpWe,9,10.7,0.508,0.1231,-15.17,6.42,2,LTEN1,LTEN1RB,-12.48,6.44,0.604,0.9456,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.604,0.604,0.148753224
2003,LTEN1-RB/95 PrSpHu,LTEN1,RB,95,PrSpHu,6,57.5,0.5016,0.1436,-14.36,6.13,2,LTEN1,LTEN1RB,-11.67,6.15,0.7313,0.8948,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.7313,0.7313,0.422398968
2004,LTEN1-RB/95 PrSpWe,LTEN1,RB,95,PrSpWe,5,14.3,0.4898,0.107,-15.92,4.73,2,LTEN1,LTEN1RB,-13.23,4.75,0.4862,0.6492,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.4862,0.5348,0
2011,LTEN1-RB/110 PrSpHu,LTEN1,RB,110,PrSpHu,9,10.3,0.4953,0.1268,-15.61,4.09,2,LTEN1,LTEN1RB,-12.92,4.11,0.5348,0.537,Coweeta,21,5,5to6,5,5to6,Meandering,Gradual,Overstory,Understory,Overstory–Understory,0.5348,0.5348,0
