Code,Site,Bank,Dist,Group,Method,Replicate,Abund,Biomass
DSRB3-LB/4 PrSpWe,DSRB3,LB,4,PrSpWe,Sweep,0,1,0.2
DSRB3-LB/4 HeHemi,DSRB3,LB,4,HeHemi,Sweep,0,1,0.7
DSRB3-LB/8 TeMisc,DSRB3,LB,8,TeMisc,Sweep,0,6,6.7
DSRB3-LB/16 PrSpHu,DSRB3,LB,16,PrSpHu,Sweep,0,5,4.2
DSRB3-LB/16 TeMisc,DSRB3,LB,16,TeMisc,Sweep,0,3,0.6
DSRB3-LB/35 PrSpHu,DSRB3,LB,35,PrSpHu,Sweep,0,1,1.5
DSRB3-LB/35 PrSpWe,DSRB3,LB,35,PrSpWe,Sweep,0,1,0.7
DSRB3-LB/35 TeMisc,DSRB3,LB,35,TeMisc,Sweep,0,2,1.7
DSRB3-LB/64 PrSpHu,DSRB3,LB,64,PrSpHu,Sweep,0,2,2.6
DSRB3-LB/64 HeLepi,DSRB3,LB,64,HeLepi,Sweep,0,1,1.4
DSRB3-LB/64 HeHemi,DSRB3,LB,64,HeHemi,Sweep,0,1,10.3
DSRB3-LB/64 PrSpWe,DSRB3,LB,64,PrSpWe,Sweep,0,2,0.8
DSRB3-LB/64 TeMisc,DSRB3,LB,64,TeMisc,Sweep,0,1,2
DSRB3-LB/128 PrSpHu,DSRB3,LB,128,PrSpHu,Sweep,0,3,5
DSRB3-LB/128 PrSpWe,DSRB3,LB,128,PrSpWe,Sweep,0,1,0.3
DSRB3-LB/128 TeMisc,DSRB3,LB,128,TeMisc,Sweep,0,2,0.3
DSRB3-LB/256 TeMisc,DSRB3,LB,256,TeMisc,Sweep,0,1,0.8
DSRB3-LB/256 HeHemi,DSRB3,LB,256,HeHemi,Sweep,0,1,0.6
DSRB3-LB/256 PrSpHu,DSRB3,LB,256,PrSpHu,Sweep,0,1,0.1
DSRB3-LB/0 PrSpHu,DSRB3,LB,0,PrSpHu,Pitfall,1,10,5.6
DSRB3-LB/0 TeMisc,DSRB3,LB,0,TeMisc,Pitfall,1,20,9.5
DSRB3-LB/0 PrBeet,DSRB3,LB,0,PrBeet,Pitfall,1,6,5.7
DSRB3-LB/0 TeMisc,DSRB3,LB,0,TeMisc,Pitfall,2,4,1.1
DSRB3-LB/0 PrBeet,DSRB3,LB,0,PrBeet,Pitfall,2,3,2
DSRB3-LB/0 PrSpHu,DSRB3,LB,0,PrSpHu,Pitfall,2,2,1.7
DSRB3-LB/0 TeMisc,DSRB3,LB,0,TeMisc,Pitfall,3,10,3.4
DSRB3-LB/0 PrSpHu,DSRB3,LB,0,PrSpHu,Pitfall,3,7,4
DSRB3-LB/0 HeLepi,DSRB3,LB,0,HeLepi,Pitfall,3,1,3.6
DSRB3-LB/0 PrBeet,DSRB3,LB,0,PrBeet,Pitfall,3,1,0.4
DSRB3-LB/1 PrSpHu,DSRB3,LB,1,PrSpHu,Pitfall,1,1,0.5
DSRB3-LB/1 TeMisc,DSRB3,LB,1,TeMisc,Pitfall,1,1,14.8
DSRB3-LB/1 TeMisc,DSRB3,LB,1,TeMisc,Pitfall,2,1,8.4
DSRB3-LB/1 PrSpHu,DSRB3,LB,1,PrSpHu,Pitfall,2,1,3.1
DSRB3-LB/1 PrBeet,DSRB3,LB,1,PrBeet,Pitfall,2,1,2
DSRB3-LB/2 PrSpHu,DSRB3,LB,2,PrSpHu,Pitfall,1,3,1
DSRB3-LB/2 TeMisc,DSRB3,LB,2,TeMisc,Pitfall,1,3,3.1
DSRB3-LB/2 TeMisc,DSRB3,LB,2,TeMisc,Pitfall,2,4,1.1
DSRB3-LB/2 PrSpWe,DSRB3,LB,2,PrSpWe,Pitfall,2,1,0.4
DSRB3-LB/2 TeMisc,DSRB3,LB,2,TeMisc,Pitfall,3,5,1
DSRB3-LB/2 PrSpHu,DSRB3,LB,2,PrSpHu,Pitfall,3,3,1.7
DSRB3-LB/4 TeMisc,DSRB3,LB,4,TeMisc,Pitfall,1,1,0.7
DSRB3-LB/4 TeMisc,DSRB3,LB,4,TeMisc,Pitfall,2,2,0.7
DSRB3-LB/4 PrBeet,DSRB3,LB,4,PrBeet,Pitfall,2,1,0.3
DSRB3-LB/4 PrSpHu,DSRB3,LB,4,PrSpHu,Pitfall,2,1,0.8
DSRB3-LB/8 PrBeet,DSRB3,LB,8,PrBeet,Pitfall,1,1,92.4
DSRB3-LB/8 PrSpHu,DSRB3,LB,8,PrSpHu,Pitfall,2,1,4.8
DSRB3-LB/16 PrBeet,DSRB3,LB,16,PrBeet,Pitfall,1,7,34.6
DSRB3-LB/16 TeMisc,DSRB3,LB,16,TeMisc,Pitfall,1,4,1.2
DSRB3-LB/16 PrSpHu,DSRB3,LB,16,PrSpHu,Pitfall,1,4,1
DSRB3-LB/16 PrSpHu,DSRB3,LB,16,PrSpHu,Pitfall,2,2,0.9
DSRB3-LB/16 PrBeet,DSRB3,LB,16,PrBeet,Pitfall,2,1,0.9
DSRB3-LB/16 TeMisc,DSRB3,LB,16,TeMisc,Pitfall,2,1,0.6
DSRB3-LB/35 PrBeet,DSRB3,LB,35,PrBeet,Pitfall,1,3,187.6
DSRB3-LB/35 TeMisc,DSRB3,LB,35,TeMisc,Pitfall,1,2,1.7
DSRB3-LB/35 PrSpHu,DSRB3,LB,35,PrSpHu,Pitfall,1,2,7
DSRB3-LB/35 PrBeet,DSRB3,LB,35,PrBeet,Pitfall,1,2,5.2
DSRB3-LB/35 PrSpHu,DSRB3,LB,35,PrSpHu,Pitfall,2,1,2.3
DSRB3-LB/35 PrBeet,DSRB3,LB,35,PrBeet,Pitfall,2,1,120.7
DSRB3-LB/35 TeMisc,DSRB3,LB,35,TeMisc,Pitfall,3,1,2.3
DSRB3-LB/64 PrBeet,DSRB3,LB,64,PrBeet,Pitfall,1,3,157.7
DSRB3-LB/64 PrSpHu,DSRB3,LB,64,PrSpHu,Pitfall,1,7,37.9
DSRB3-LB/64 PrSpHu,DSRB3,LB,64,PrSpHu,Pitfall,2,3,95.8
DSRB3-LB/64 PrBeet,DSRB3,LB,64,PrBeet,Pitfall,2,4,33.7
DSRB3-LB/64 TeMisc,DSRB3,LB,64,TeMisc,Pitfall,2,4,17.6
DSRB3-LB/64 HeLepi,DSRB3,LB,64,HeLepi,Pitfall,2,1,3.1
DSRB3-LB/128 TeMisc,DSRB3,LB,128,TeMisc,Pitfall,1,1,1.8
DSRB3-LB/128 PrBeet,DSRB3,LB,128,PrBeet,Pitfall,1,3,34.4
DSRB3-LB/128 PrSpHu,DSRB3,LB,128,PrSpHu,Pitfall,1,4,13.1
DSRB3-LB/128 PrSpHu,DSRB3,LB,128,PrSpHu,Pitfall,2,8,24.7
DSRB3-LB/128 PrBeet,DSRB3,LB,128,PrBeet,Pitfall,2,1,0.3
DSRB3-LB/128 AeLepi,DSRB3,LB,128,AeLepi,Pitfall,3,1,17.4
DSRB3-LB/128 PrBeet,DSRB3,LB,128,PrBeet,Pitfall,3,2,51.1
DSRB3-LB/128 PrSpHu,DSRB3,LB,128,PrSpHu,Pitfall,3,1,2.7
DSRB3-LB/256 PrSpHu,DSRB3,LB,256,PrSpHu,Pitfall,1,2,8
DSRB3-LB/256 TeMisc,DSRB3,LB,256,TeMisc,Pitfall,2,4,11.2
DSRB3-LB/256 PrBeet,DSRB3,LB,256,PrBeet,Pitfall,2,1,47.3
DSRB3-LB/256 HeLepi,DSRB3,LB,256,HeLepi,Pitfall,2,1,4.6
DSRB3-LB/256 PrSpHu,DSRB3,LB,256,PrSpHu,Pitfall,2,4,18.4
DSRB3-LB/256 PrSpHu,DSRB3,LB,256,PrSpHu,Pitfall,3,2,5.2
DSRB3-LB/256 TeMisc,DSRB3,LB,256,TeMisc,Pitfall,3,8,16.1
DSRB4-AQ/Aq AqMisc,DSRB4,AQ,Aq,AqMisc,D-Net,0,32,20
DSRB4-AQ/Aq AqEphe,DSRB4,AQ,Aq,AqEphe,D-Net,0,4,1.6
DSRB4-LB/0 HeHemi,DSRB4,LB,0,HeHemi,Sweep,0,1,5.4
DSRB4-LB/0 TeMisc,DSRB4,LB,0,TeMisc,Sweep,0,7,1.9
DSRB4-LB/0 PrSpWe,DSRB4,LB,0,PrSpWe,Sweep,0,18,15.8
DSRB4-LB/0 PrSpHu,DSRB4,LB,0,PrSpHu,Sweep,0,4,16.5
DSRB4-LB/1 PrSpWe,DSRB4,LB,1,PrSpWe,Sweep,0,3,4.7
DSRB4-LB/2 PrSpWe,DSRB4,LB,2,PrSpWe,Sweep,0,6,5.1
DSRB4-LB/2 TeMisc,DSRB4,LB,2,TeMisc,Sweep,0,1,0.1
DSRB4-LB/2 HeHemi,DSRB4,LB,2,HeHemi,Sweep,0,1,0.1
DSRB4-LB/2 PrSpHu,DSRB4,LB,2,PrSpHu,Sweep,0,1,1.1
DSRB4-LB/4 PrSpHu,DSRB4,LB,4,PrSpHu,Sweep,0,2,1.3
DSRB4-LB/8 PrSpHu,DSRB4,LB,8,PrSpHu,Sweep,0,3,31
DSRB4-LB/16 PrSpWe,DSRB4,LB,16,PrSpWe,Sweep,0,3,2.7
DSRB4-LB/16 TeMisc,DSRB4,LB,16,TeMisc,Sweep,0,3,6.1
DSRB4-LB/16 PrSpHu,DSRB4,LB,16,PrSpHu,Sweep,0,1,2.3
DSRB4-LB/20 TeMisc,DSRB4,LB,20,TeMisc,Sweep,0,13,26.4
DSRB4-LB/20 HeHemi,DSRB4,LB,20,HeHemi,Sweep,0,1,7.9
DSRB4-LB/20 PrBeet,DSRB4,LB,20,PrBeet,Sweep,0,1,2.3
DSRB4-LB/20 PrSpHu,DSRB4,LB,20,PrSpHu,Sweep,0,1,1.4
DSRB4-LB/32 TeMisc,DSRB4,LB,32,TeMisc,Sweep,0,2,16.3
DSRB4-LB/32 PrSpHu,DSRB4,LB,32,PrSpHu,Sweep,0,2,6.6
DSRB4-LB/32 PrSpWe,DSRB4,LB,32,PrSpWe,Sweep,0,3,7.4
DSRB4-LB/37 PrSpWe,DSRB4,LB,37,PrSpWe,Sweep,0,1,4.6
DSRB4-LB/37 HeLepi,DSRB4,LB,37,HeLepi,Sweep,0,1,15.4
DSRB4-LB/37 TeMisc,DSRB4,LB,37,TeMisc,Sweep,0,4,22.7
DSRB4-LB/64 TeMisc,DSRB4,LB,64,TeMisc,Sweep,0,4,2.6
DSRB4-LB/64 HeHemi,DSRB4,LB,64,HeHemi,Sweep,0,1,0.1
DSRB4-LB/64 PrSpHu,DSRB4,LB,64,PrSpHu,Sweep,0,1,0.6
DSRB4-LB/64 PrSpWe,DSRB4,LB,64,PrSpWe,Sweep,0,2,0.4
DSRB4-LB/64 HeHemi,DSRB4,LB,64,HeHemi,Sweep,0,1,0.7
DSRB4-LB/0 TeMisc,DSRB4,LB,0,TeMisc,Pitfall,1,8,11.3
DSRB4-LB/0 PrSpHu,DSRB4,LB,0,PrSpHu,Pitfall,1,1,4.3
DSRB4-LB/0 TeMisc,DSRB4,LB,0,TeMisc,Pitfall,2,4,5.4
DSRB4-LB/0 PrBeet,DSRB4,LB,0,PrBeet,Pitfall,2,1,1.8
DSRB4-LB/0 PrSpHu,DSRB4,LB,0,PrSpHu,Pitfall,2,2,4
DSRB4-LB/0 PrSpHu,DSRB4,LB,0,PrSpHu,Pitfall,3,1,0.7
DSRB4-LB/0 TeMisc,DSRB4,LB,0,TeMisc,Pitfall,3,7,6.8
DSRB4-LB/1 PrSpHu,DSRB4,LB,1,PrSpHu,Pitfall,1,1,6.4
DSRB4-LB/1 TeMisc,DSRB4,LB,1,TeMisc,Pitfall,2,2,1
DSRB4-LB/1 PrBeet,DSRB4,LB,1,PrBeet,Pitfall,3,1,0.9
DSRB4-LB/1 PrSpHu,DSRB4,LB,1,PrSpHu,Pitfall,3,1,0.4
DSRB4-LB/1 TeMisc,DSRB4,LB,1,TeMisc,Pitfall,3,5,2.1
DSRB4-LB/2 TeMisc,DSRB4,LB,2,TeMisc,Pitfall,1,1,0.7
DSRB4-LB/2 TeMisc,DSRB4,LB,2,TeMisc,Pitfall,2,4,13
DSRB4-LB/2 PrBeet,DSRB4,LB,2,PrBeet,Pitfall,2,1,0.4
DSRB4-LB/2 PrSpHu,DSRB4,LB,2,PrSpHu,Pitfall,2,2,4
DSRB4-LB/2 PrSpHu,DSRB4,LB,2,PrSpHu,Pitfall,3,1,0.1
DSRB4-LB/2 TeMisc,DSRB4,LB,2,TeMisc,Pitfall,3,6,0.7
DSRB4-LB/4 PrBeet,DSRB4,LB,4,PrBeet,Pitfall,1,2,7.1
DSRB4-LB/4 TeMisc,DSRB4,LB,4,TeMisc,Pitfall,1,4,12.2
DSRB4-LB/4 PrSpHu,DSRB4,LB,4,PrSpHu,Pitfall,2,1,3.1
DSRB4-LB/8 TeMisc,DSRB4,LB,8,TeMisc,Pitfall,1,3,8.9
DSRB4-LB/8 TeMisc,DSRB4,LB,8,TeMisc,Pitfall,2,2,42.8
DSRB4-LB/8 PrSpHu,DSRB4,LB,8,PrSpHu,Pitfall,3,1,4.4
DSRB4-LB/16 PrBeet,DSRB4,LB,16,PrBeet,Pitfall,1,1,61.6
DSRB4-LB/16 TeMisc,DSRB4,LB,16,TeMisc,Pitfall,1,4,0.7
DSRB4-LB/16 PrBeet,DSRB4,LB,16,PrBeet,Pitfall,2,1,11.9
DSRB4-LB/20 PrSpHu,DSRB4,LB,20,PrSpHu,Pitfall,1,1,75
DSRB4-LB/20 PrBeet,DSRB4,LB,20,PrBeet,Pitfall,1,6,164.6
DSRB4-LB/20 PrBeet,DSRB4,LB,20,PrBeet,Pitfall,1,6,172.2
DSRB4-LB/32 PrBeet,DSRB4,LB,32,PrBeet,Pitfall,1,1,5.4
DSRB4-LB/32 PrBeet,DSRB4,LB,32,PrBeet,Pitfall,2,4,161.5
DSRB4-LB/37 PrBeet,DSRB4,LB,37,PrBeet,Pitfall,1,1,133
DSRB4-LB/37 PrSpHu,DSRB4,LB,37,PrSpHu,Pitfall,2,2,1.5
DSRB4-LB/37 TeMisc,DSRB4,LB,37,TeMisc,Pitfall,2,2,0.6
DSRB4-LB/37 PrBeet,DSRB4,LB,37,PrBeet,Pitfall,2,2,141.3
DSRB4-LB/64 PrBeet,DSRB4,LB,64,PrBeet,Pitfall,1,1,68.2
DSRB4-LB/64 TeMisc,DSRB4,LB,64,TeMisc,Pitfall,1,15,37.7
DSRB4-LB/64 PrBeet,DSRB4,LB,64,PrBeet,Pitfall,2,3,223.6
DSRB4-LB/64 PrBeet,DSRB4,LB,64,PrBeet,Pitfall,2,2,184.4
DSRB4-LB/64 TeMisc,DSRB4,LB,64,TeMisc,Pitfall,2,37,33.9
DRAV1-AQ/Aq AqMisc,DRAV1,AQ,Aq,AqMisc,D-Net,0,213,31.7
DRAV1-AQ/Aq AqEphe,DRAV1,AQ,Aq,AqEphe,D-Net,0,1,0.3
DRAV1-LB/0 HeLepi,DRAV1,LB,0,HeLepi,Sweep,0,2,17.8
DRAV1-LB/0 PrSpWe,DRAV1,LB,0,PrSpWe,Sweep,0,4,1.8
DRAV1-LB/0 PrSpHu,DRAV1,LB,0,PrSpHu,Sweep,0,1,1.4
DRAV1-LB/0 HeHemi,DRAV1,LB,0,HeHemi,Sweep,0,2,8.2
DRAV1-LB/1 PrSpWe,DRAV1,LB,1,PrSpWe,Sweep,0,2,2.4
DRAV1-LB/1 PrSpHu,DRAV1,LB,1,PrSpHu,Sweep,0,1,3.8
DRAV1-LB/1 TeMisc,DRAV1,LB,1,TeMisc,Sweep,0,1,1.3
DRAV1-LB/2 PrSpWe,DRAV1,LB,2,PrSpWe,Sweep,0,3,2
DRAV1-LB/2 PrSpHu,DRAV1,LB,2,PrSpHu,Sweep,0,1,0.6
DRAV1-LB/2 TeMisc,DRAV1,LB,2,TeMisc,Sweep,0,1,0.8
DRAV1-LB/2 AeAqTr,DRAV1,LB,2,AeAqTr,Sweep,0,1,0.5
DRAV1-LB/4 PrSpWe,DRAV1,LB,4,PrSpWe,Sweep,0,6,2.5
DRAV1-LB/4 PrSpHu,DRAV1,LB,4,PrSpHu,Sweep,0,3,2.2
DRAV1-LB/4 HeLepi,DRAV1,LB,4,HeLepi,Sweep,0,1,1.8
DRAV1-LB/4 TeMisc,DRAV1,LB,4,TeMisc,Sweep,0,5,30.5
DRAV1-LB/4 HeHemi,DRAV1,LB,4,HeHemi,Sweep,0,1,0.2
DRAV1-LB/6 PrSpHu,DRAV1,LB,6,PrSpHu,Sweep,0,1,3.4
DRAV1-LB/6 TeMisc,DRAV1,LB,6,TeMisc,Sweep,0,1,1.2
DRAV1-LB/6 HeHemi,DRAV1,LB,6,HeHemi,Sweep,0,2,9.7
DRAV1-LB/6 PrSpWe,DRAV1,LB,6,PrSpWe,Sweep,0,3,1.4
DRAV1-LB/9 PrSpWe,DRAV1,LB,9,PrSpWe,Sweep,0,3,9.6
DRAV1-LB/9 PrSpHu,DRAV1,LB,9,PrSpHu,Sweep,0,2,1.1
DRAV1-LB/9 TeMisc,DRAV1,LB,9,TeMisc,Sweep,0,9,23.6
DRAV1-LB/16 PrSpWe,DRAV1,LB,16,PrSpWe,Sweep,0,6,20.5
DRAV1-LB/16 HeLepi,DRAV1,LB,16,HeLepi,Sweep,0,3,5.5
DRAV1-LB/16 TeMisc,DRAV1,LB,16,TeMisc,Sweep,0,6,10.3
DRAV1-LB/32 PrSpWe,DRAV1,LB,32,PrSpWe,Sweep,0,8,9.3
DRAV1-LB/32 HeLepi,DRAV1,LB,32,HeLepi,Sweep,0,1,2.4
DRAV1-LB/32 PrSpHu,DRAV1,LB,32,PrSpHu,Sweep,0,2,3.5
DRAV1-LB/32 HeHemi,DRAV1,LB,32,HeHemi,Sweep,0,3,12.6
DRAV1-LB/32 TeMisc,DRAV1,LB,32,TeMisc,Sweep,0,6,24.8
DRAV1-LB/32 AeLepi,DRAV1,LB,32,AeLepi,Sweep,0,1,4
DRAV1-LB/44 PrSpWe,DRAV1,LB,44,PrSpWe,Sweep,0,11,5.5
DRAV1-LB/44 PrSpHu,DRAV1,LB,44,PrSpHu,Sweep,0,3,2.9
DRAV1-LB/44 HeHemi,DRAV1,LB,44,HeHemi,Sweep,0,7,25.3
DRAV1-LB/44 HeLepi,DRAV1,LB,44,HeLepi,Sweep,0,1,1.3
DRAV1-LB/44 TeMisc,DRAV1,LB,44,TeMisc,Sweep,0,13,27.7
DRAV1-LB/0 --,DRAV1,LB,0,--,Pitfall,2,0,0
DRAV1-LB/1 --,DRAV1,LB,1,--,Pitfall,3,0,0
DRAV1-LB/2 --,DRAV1,LB,2,--,Pitfall,2,0,0
DRAV1-LB/32 --,DRAV1,LB,32,--,Pitfall,1,0,0
DRAV1-LB/0 TeMisc,DRAV1,LB,0,TeMisc,Pitfall,1,2,21.7
DRAV1-LB/0 TeMisc,DRAV1,LB,0,TeMisc,Pitfall,3,2,8.6
DRAV1-LB/1 TeMisc,DRAV1,LB,1,TeMisc,Pitfall,1,1,3.4
DRAV1-LB/1 TeMisc,DRAV1,LB,1,TeMisc,Pitfall,2,1,1.4
DRAV1-LB/2 TeMisc,DRAV1,LB,2,TeMisc,Pitfall,1,2,3.1
DRAV1-LB/2 PrSpHu,DRAV1,LB,2,PrSpHu,Pitfall,3,1,0.7
DRAV1-LB/2 TeMisc,DRAV1,LB,2,TeMisc,Pitfall,3,3,20.6
DRAV1-LB/4 TeMisc,DRAV1,LB,4,TeMisc,Pitfall,1,1,2.1
DRAV1-LB/4 TeMisc,DRAV1,LB,4,TeMisc,Pitfall,2,3,1
DRAV1-LB/4 PrSpHu,DRAV1,LB,4,PrSpHu,Pitfall,3,1,3.5
DRAV1-LB/6 PrSpHu,DRAV1,LB,6,PrSpHu,Pitfall,1,1,13.1
DRAV1-LB/6 TeMisc,DRAV1,LB,6,TeMisc,Pitfall,2,2,17.1
DRAV1-LB/6 PrBeet,DRAV1,LB,6,PrBeet,Pitfall,2,1,0.7
DRAV1-LB/6 TeMisc,DRAV1,LB,6,TeMisc,Pitfall,3,1,12.8
DRAV1-LB/9 TeMisc,DRAV1,LB,9,TeMisc,Pitfall,1,1,2.3
DRAV1-LB/9 TeMisc,DRAV1,LB,9,TeMisc,Pitfall,2,2,23.3
DRAV1-LB/9 PrSpHu,DRAV1,LB,9,PrSpHu,Pitfall,3,1,0.6
DRAV1-LB/9 TeMisc,DRAV1,LB,9,TeMisc,Pitfall,3,1,2.4
DRAV1-LB/9 PrBeet,DRAV1,LB,9,PrBeet,Pitfall,3,1,148.7
DRAV1-LB/16 TeMisc,DRAV1,LB,16,TeMisc,Pitfall,1,3,18.2
DRAV1-LB/16 TeMisc,DRAV1,LB,16,TeMisc,Pitfall,2,1,1.9
DRAV1-LB/16 PrSpHu,DRAV1,LB,16,PrSpHu,Pitfall,3,1,2
DRAV1-LB/32 PrSpHu,DRAV1,LB,32,PrSpHu,Pitfall,2,1,1.6
DRAV1-LB/32 TeMisc,DRAV1,LB,32,TeMisc,Pitfall,3,3,3
DRAV1-LB/44 TeMisc,DRAV1,LB,44,TeMisc,Pitfall,1,3,3.2
DRAV1-LB/44 HeHemi,DRAV1,LB,44,HeHemi,Pitfall,1,1,13.2
DRAV1-LB/44 PrSpHu,DRAV1,LB,44,PrSpHu,Pitfall,1,1,0.9
DRAV1-LB/44 PrSpWe,DRAV1,LB,44,PrSpWe,Pitfall,1,1,0.8
DRAV1-LB/44 PrSpWe,DRAV1,LB,44,PrSpWe,Pitfall,2,1,1.9
DRAV1-LB/44 TeMisc,DRAV1,LB,44,TeMisc,Pitfall,2,2,1.8
DRAV1-LB/44 TeMisc,DRAV1,LB,44,TeMisc,Pitfall,3,2,2.3
SAVA1-AQ/Aq AqEphe,SAVA1,AQ,Aq,AqEphe,D-Net,0,27,22.8
SAVA1-AQ/Aq AqMisc,SAVA1,AQ,Aq,AqMisc,D-Net,0,39,27.4
SAVA1-LB/0 AeAqTr,SAVA1,LB,0,AeAqTr,Sweep,0,1,2.4
SAVA1-LB/0 PrSpWe,SAVA1,LB,0,PrSpWe,Sweep,0,5,18
SAVA1-LB/0 HeHemi,SAVA1,LB,0,HeHemi,Sweep,0,3,1.8
SAVA1-LB/0 TeMisc,SAVA1,LB,0,TeMisc,Sweep,0,20,14.4
SAVA1-LB/1 HeHemi,SAVA1,LB,1,HeHemi,Sweep,0,6,4.2
SAVA1-LB/1 PrSpWe,SAVA1,LB,1,PrSpWe,Sweep,0,3,4.1
SAVA1-LB/1 TeMisc,SAVA1,LB,1,TeMisc,Sweep,0,9,9.5
SAVA1-LB/2 HeHemi,SAVA1,LB,2,HeHemi,Sweep,0,5,18.5
SAVA1-LB/2 TeMisc,SAVA1,LB,2,TeMisc,Sweep,0,25,13.1
SAVA1-LB/2 PrSpWe,SAVA1,LB,2,PrSpWe,Sweep,0,4,17.1
SAVA1-LB/2 PrSpHu,SAVA1,LB,2,PrSpHu,Sweep,0,1,0.5
SAVA1-LB/4 HeLepi,SAVA1,LB,4,HeLepi,Sweep,0,3,18.9
SAVA1-LB/4 HeHemi,SAVA1,LB,4,HeHemi,Sweep,0,11,11.5
SAVA1-LB/4 PrSpWe,SAVA1,LB,4,PrSpWe,Sweep,0,5,18.2
SAVA1-LB/4 PrSpHu,SAVA1,LB,4,PrSpHu,Sweep,0,3,6.2
SAVA1-LB/4 TeMisc,SAVA1,LB,4,TeMisc,Sweep,0,16,14.6
SAVA1-LB/8 PrSpWe,SAVA1,LB,8,PrSpWe,Sweep,0,1,1.7
SAVA1-LB/8 HeHemi,SAVA1,LB,8,HeHemi,Sweep,0,3,8.1
SAVA1-LB/8 TeMisc,SAVA1,LB,8,TeMisc,Sweep,0,7,5.8
SAVA1-LB/16 PrSpWe,SAVA1,LB,16,PrSpWe,Sweep,0,5,3.4
SAVA1-LB/16 TeMisc,SAVA1,LB,16,TeMisc,Sweep,0,10,12.2
SAVA1-LB/37 PrSpWe,SAVA1,LB,37,PrSpWe,Sweep,0,4,5.5
SAVA1-LB/37 TeMisc,SAVA1,LB,37,TeMisc,Sweep,0,12,7.6
SAVA1-LB/64 PrSpHu,SAVA1,LB,64,PrSpHu,Sweep,0,1,1
SAVA1-LB/64 PrSpWe,SAVA1,LB,64,PrSpWe,Sweep,0,4,2.3
SAVA1-LB/64 TeMisc,SAVA1,LB,64,TeMisc,Sweep,0,3,1.5
SAVA1-LB/64 HeHemi,SAVA1,LB,64,HeHemi,Sweep,0,1,11.3
SAVA1-LB/0 PrBeet,SAVA1,LB,0,PrBeet,Pitfall,1,3,5
SAVA1-LB/0 TeMisc,SAVA1,LB,0,TeMisc,Pitfall,1,4,1.3
SAVA1-LB/1 PrBeet,SAVA1,LB,1,PrBeet,Pitfall,1,1,1
SAVA1-LB/1 PrSpHu,SAVA1,LB,1,PrSpHu,Pitfall,1,2,0.6
SAVA1-LB/1 TeMisc,SAVA1,LB,1,TeMisc,Pitfall,1,2,0.6
SAVA1-LB/1 PrBeet,SAVA1,LB,1,PrBeet,Pitfall,2,3,1
SAVA1-LB/1 TeMisc,SAVA1,LB,1,TeMisc,Pitfall,2,11,3.6
SAVA1-LB/1 PrSpHu,SAVA1,LB,1,PrSpHu,Pitfall,2,1,0.7
SAVA1-LB/1 --,SAVA1,LB,1,--,Pitfall,3,0,0
SAVA1-LB/2 PrSpHu,SAVA1,LB,2,PrSpHu,Pitfall,1,1,0.8
SAVA1-LB/2 TeMisc,SAVA1,LB,2,TeMisc,Pitfall,1,3,2.1
SAVA1-LB/2 PrSpHu,SAVA1,LB,2,PrSpHu,Pitfall,2,1,0.5
SAVA1-LB/2 PrBeet,SAVA1,LB,2,PrBeet,Pitfall,2,1,1.5
SAVA1-LB/2 TeMisc,SAVA1,LB,2,TeMisc,Pitfall,3,7,0.8
SAVA1-LB/4 TeMisc,SAVA1,LB,4,TeMisc,Pitfall,1,5,1.3
SAVA1-LB/4 TeMisc,SAVA1,LB,4,TeMisc,Pitfall,2,3,1.2
SAVA1-LB/4 PrBeet,SAVA1,LB,4,PrBeet,Pitfall,2,2,1
SAVA1-LB/4 HeHemi,SAVA1,LB,4,HeHemi,Pitfall,2,1,1.4
SAVA1-LB/4 TeMisc,SAVA1,LB,4,TeMisc,Pitfall,3,1,0.5
SAVA1-LB/4 PrSpHu,SAVA1,LB,4,PrSpHu,Pitfall,3,1,0.5
SAVA1-LB/8 PrBeet,SAVA1,LB,8,PrBeet,Pitfall,1,1,0.3
SAVA1-LB/8 PrBeet,SAVA1,LB,8,PrBeet,Pitfall,2,1,0.6
SAVA1-LB/8 TeMisc,SAVA1,LB,8,TeMisc,Pitfall,2,4,1.1
SAVA1-LB/8 PrBeet,SAVA1,LB,8,PrBeet,Pitfall,3,1,0.5
SAVA1-LB/8 TeMisc,SAVA1,LB,8,TeMisc,Pitfall,3,1,1.1
SAVA1-LB/16 TeMisc,SAVA1,LB,16,TeMisc,Pitfall,1,1,0.4
SAVA1-LB/16 PrSpHu,SAVA1,LB,16,PrSpHu,Pitfall,1,1,1
SAVA1-LB/16 TeMisc,SAVA1,LB,16,TeMisc,Pitfall,2,2,0.8
SAVA1-LB/16 TeMisc,SAVA1,LB,16,TeMisc,Pitfall,3,2,0.4
SAVA1-LB/16 PrSpHu,SAVA1,LB,16,PrSpHu,Pitfall,3,2,0.1
SAVA1-LB/37 PrSpHu,SAVA1,LB,37,PrSpHu,Pitfall,1,1,0.5
SAVA1-LB/37 TeMisc,SAVA1,LB,37,TeMisc,Pitfall,1,1,1
SAVA1-LB/37 PrSpHu,SAVA1,LB,37,PrSpHu,Pitfall,2,1,5.7
SAVA1-LB/37 PrSpWe,SAVA1,LB,37,PrSpWe,Pitfall,2,1,0.1
SAVA1-LB/37 TeMisc,SAVA1,LB,37,TeMisc,Pitfall,2,1,0.6
